Date,AAL,ABBV,ADM,AIG,ALB,AOS,BA,BSX,CAT,CF,COTY,CVX,CXO,D,DHR,DUK,DVN,EOG,FB,FCX,GD,GE,GS,JNJ,LLY,LUV,MCHP,MNST,MOS,MRO,MU,NOV,NRG,PRGO,PXD,QRVO,SWKS,TDG,TSN,UAL,VLO,WFC,XOM
2015-01-05,-0.0005566718699380191,-0.018819493103275242,-0.034601892691495495,-0.01978261556026406,-0.03316179832639776,-0.017496682181145307,-0.006925819558132873,0.04462936011123797,-0.05278614376145552,-0.003418516887475187,-0.002936765889815396,-0.03997152628268541,-0.048510003306897476,-0.012130073803453545,-0.00991603410894526,-0.014396344715925213,-0.03707316990567766,-0.06027764703959293,-0.01606111607202776,-0.05944810915889298,-0.02087387365623261,-0.018355492610914848,-0.03122279394262495,-0.0069841496541751535,-0.009848258224967266,-0.024595839457120516,-0.022286514373806687,0.011741832885152181,-0.01791589401686744,-0.04650350368713163,-0.02791370419289574,-0.04565576982420083,-0.0381816954659141,-0.010322220956954453,-0.06711593886469769,-0.03934665074464083,-0.016230130165222567,-0.006573869678729083,-0.023028935681734697,-0.0028639557205281108,-0.04112029919095972,-0.027422332569391417,-0.02736158357783891
2015-01-06,-0.015590113907063108,-0.004949601970215212,-0.0197133074430349,-0.01418173487321317,-0.019550785508129387,-0.008177382305889713,-0.011778386906948546,-0.007965286532164773,-0.006434535467703673,0.02068964085914593,-0.007363757122762604,-0.00046278303520908004,-0.02008128716920521,-0.005095061339621232,-0.006833949126561767,0.01641717100667006,-0.020443213259863757,-0.02849545470143755,-0.013473259264589199,0.017155818453037597,0.0011804387426506135,-0.021544652536396036,-0.020229372496614717,-0.004913904944562564,0.005045243231095897,-0.028338316663489405,-0.019375370671590675,0.02604406817344951,0.01334816896119051,-0.015034743546320839,-0.026939013626306907,-0.012320175594358052,-0.012854655792309377,-0.0018796699061667255,-0.0026459247620290727,-0.04376754701587782,-0.03188687672198476,0.002545095175589207,0.005893077272432379,-0.023733932858792328,-0.012223013362195445,-0.020864618263215062,-0.005316474640120417
2015-01-07,-0.0005656510452247687,0.040416661466937454,0.015031555034542565,0.004795385065228475,-0.0040230878220655075,0.007328601634215559,0.015525661113878986,0.024087586007328188,0.015496337729695053,0.028512882486684044,0.0034618104659864812,-0.0008329620150913097,-0.023253360077453822,0.004070337294298287,0.006050575377066547,0.00320699914157041,0.004695942966486788,-0.006293882264699957,0.0,0.014647198871837075,-0.0038317090471338133,0.0004153356907186101,0.014902567434492253,0.022076237747609806,-0.007028174682397137,0.00840342308800146,0.005578676808563499,0.03277517394448948,0.0052688619038854245,0.012285815469717187,-0.023425630750987025,0.0009720412232743225,0.004596197925538226,0.01670731413435167,-0.010971061655617564,0.030617031281816143,0.01646851014394568,0.013252148148331422,0.012226226250760863,0.014710388995148094,-0.00775994447869266,0.005951129494917273,0.010132578971763229
2015-01-08,0.012261873622856578,0.010458668613213984,-0.014608877977374646,-0.004405315495042972,0.0314365936457619,0.026009362175270834,0.017682308548729653,0.039914499663223024,0.010249551436263271,0.013895815200674733,0.00837835920661334,0.022883150739006375,0.0479400213822323,0.011769416563941482,0.015448393266694893,0.004024886615813239,0.035485218562348875,0.03824092246292232,0.026657895451348113,0.022309481372129847,0.024112862285016856,0.01204290808927877,0.015965544490078587,0.00786252514922059,0.023689230485840707,0.02647082164990855,0.031900255695451074,0.015091477240260609,0.011793131118196243,0.020228074281145147,0.048909650138767136,0.029778231141870837,0.02211200755904552,0.0228262969544073,0.025230250986512548,0.015603914354353599,0.045364972753028754,0.01673680885807105,0.03673883791789101,0.0169388162830586,0.057281719111636376,0.022137498484410933,0.01664445672454473
2015-01-09,-0.030562873582976047,-0.02735468411593933,-0.008529413640241401,-0.016961778165121122,0.004937802977274641,-0.015954443351865022,-0.001972915678046805,0.0041123691099989035,-0.011949021428749984,0.0081414391436605,-0.029325251679568343,-0.01992603050072006,0.03132777957667865,-0.011244662249578541,-0.006735982070162239,0.0014149772068419164,0.009863133704866467,0.0066760789290734035,-0.005628069067391883,0.0034233464715054396,0.003683160197485824,-0.013951477377632693,-0.015346491410360596,-0.013628959777247984,-0.01326387011041541,-0.02602674905349822,-0.002688257042334996,-0.005692003923521871,-0.007986343107121985,-0.003244410553018273,-0.004157986256665858,-0.027502671584511695,0.012308781334306351,-0.008295871321868598,0.007849529531867239,-0.008568500666797152,-0.001617352162819552,-0.00778692955617688,-0.020631196755079184,-0.01950784909460468,-0.02738913710951696,-0.016430326413939045,-0.0014093911876531529
2015-01-12,-0.0469049673129065,-0.0003040453725750014,-0.012495168084479036,-0.01800445819653307,0.011521630007204964,0.003963258460654595,-0.005093570126204483,-0.004778136289893098,-0.008670738616467277,0.0014806669924085636,-0.0271904839048297,-0.021532165552823224,-0.04365306691735926,0.0,-0.012393229923835625,0.0009419852502363657,-0.021188555833129064,-0.03372960698807792,-0.013120615784603329,-0.01620474880062428,-0.007699486348083928,-0.002080424981829476,-0.01216997743733561,-0.0034303268458297786,-0.007292804637064942,-0.013238701907759332,-0.011006557711086051,-0.04340394858332919,0.008703254568314112,-0.05099474757790523,-0.05577092156172092,-0.053005945801763654,-0.016580572317506648,-0.002533004984367815,-0.05325586987465625,-0.023692504139836035,-0.0237579857904332,-0.0003477624860844797,-0.030978928751371648,0.008876673761279985,-0.02631019087831865,-0.011959093183776637,-0.019218039277307253
2015-01-13,0.016538884075799176,-0.02880346894575181,0.0014519406420385739,-0.009358390249063375,0.021608066172772444,-0.004306500811572245,0.0022922882069975614,-0.005486963245862619,-0.0059845683813374295,0.005443080654415455,-0.015528039294071094,-0.01586693356455804,0.019983062535677165,-0.0007841973418876158,-0.0014206097198073975,0.00541085191683055,-0.004058910060445009,0.006508030099893647,-0.0035193465610643404,-0.07544924748700133,-0.000797923354785457,-0.00500408589436474,-0.000756465877604029,0.0017210672460925558,-0.0005764949691473564,0.005714418031427249,-0.0013624576076788353,0.010271573329582617,-0.019628848547456945,-0.013338347456073874,-0.02590017999925054,-0.010750808880143903,0.007118629056696246,-0.032660236128091324,0.02193726594482892,-0.007631258022247067,0.007189951018530483,0.013813595366555242,-0.0063941629381415455,0.007433335964425192,-0.029976823930015217,-0.0038422091951102466,-0.003653464772500503
2015-01-14,-0.01964265601147741,0.004890290903446726,-0.017191230596714457,-0.00944645802111499,-0.02410233860633315,-0.0025231564721889255,-0.006022569153693924,0.0,-0.003473405947067132,-0.0330837830805617,-0.0057835553958293096,-0.0028789693413246997,0.037945935085129445,0.0001306010766937149,-0.015767702699642783,0.0025740935211502336,-0.00662246335069494,0.03354232379591582,-0.00222365174272543,-0.10931569310102884,0.0013123793215330526,-0.0033530939541817073,-0.025414969196159376,-0.00725475467413772,0.00547728193172059,-0.025692027924059113,0.023652490401094406,0.04093354484650136,0.0011001494026572356,0.002703781279634221,-0.02561611256869767,-0.003104979927764595,0.003348205713182173,-0.006715757996665683,0.03147449223696164,-0.0066133547735524045,-0.017023356562842817,0.00044111335618635117,0.025740485026369386,-0.03553682397548297,-0.02372165540325033,-0.011571800598394466,-0.002888847232907721
2015-01-15,0.0,-0.012715843961465856,-0.005058075173233867,-0.019073859296669937,-0.024193776526511113,-0.020234700718393617,-0.0018407493579929435,-0.013103419336779387,-0.012299835464673503,-0.002073710633393455,0.001057842955871191,-0.011838286703117151,-0.001489989995295149,0.00941760287856197,-0.011924729045797111,0.012487080248914317,-0.010940323768882765,-0.01379094678130155,-0.02923434403809011,-0.02187818485580917,0.0026209377131296563,-0.008410548018789377,-0.009654257423128643,-0.01451905002929088,-0.0002869376481323682,-0.013691449844040138,-0.012219527954320242,-0.012570033585795448,-0.0015384790142843885,-0.01887519226269274,-0.02495840329589849,-0.0173040634023921,-0.014831316940922434,-0.025693240517467242,-0.006468130890083135,-0.0030964074869418434,-0.003771012511813776,-0.0018615027628263725,0.006022287005403637,-0.0034348354445096207,-0.017610352167540033,-0.010341460752451903,-0.008691761920810004
2015-01-16,0.008095367768815143,0.02623629045813991,0.009955517204551123,0.014087533151639464,0.007575772400537861,0.00792912247564126,0.0049177622702409884,0.010482153328566612,-0.005454997095759695,0.03078899974112881,-0.011621753705146842,0.023862901610191223,0.04467217913131294,0.007645846628117736,0.00621718042774333,0.006800150597098709,0.04908409441982231,0.04368446675487214,0.015259921767027507,0.049645286361053476,0.009876056228554475,0.00042416301216041674,-0.007059080835453924,0.015123130069006008,0.013478915624482113,0.014909890046338026,0.008546924991542859,0.02262171873206631,0.012326608586127552,0.04436597181389068,-0.010580186826430915,0.02623712373945497,-0.010161810963372653,0.012680826541650703,0.06128362985629554,0.022053085609651246,0.03532864559010185,0.0012761190045713633,0.006735055227642395,0.03007987018435565,0.03017965269283418,0.018138601885758776,0.024280638886838624
