Date,ACN,AMAT,BBY,BLL,CME,CRM,CSCO,DIS,EA,EQR,EXR,HAS,HD,HPQ,ILMN,INTC,IRM,JNPR,KSS,LOW,MSFT,NKE,NVDA,PAYX,PLD,SNPS,STX,TJX,TSCO,VTR,WDC,WELL,WM
2008-01-03,-0.017193434052331757,-0.017805838388634587,-0.038656950107718524,-0.012820427362148723,-0.035074651947694324,0.011612488007877397,0.007912739657652823,-0.0021983667661512607,-0.010923166846704357,-0.04227300069611484,-0.03082417850522645,-0.012800007598869012,-0.011107101180696133,0.0,-0.007555418948348991,-0.026824614359968746,0.003619753222155575,0.010280469131720427,-0.039429830921625775,-0.018936034983839,0.004259443818880104,-0.009007592865231673,-0.0078765476232735,0.00428692429004407,-0.06220054749820236,-0.011904806957402148,0.0028647590999848482,-0.005349195546272334,-0.03333285511689599,-0.02774011138172683,-0.0076920868505915285,-0.018637302219377982,0.0
2008-01-04,-0.014954896729338474,-0.019298486966144224,-0.033103212583413755,-0.006151474241780863,-0.04436068626525658,-0.0347654796293726,-0.023551670084434373,-0.020145001152768516,-0.02903457580756208,-0.0432785261180898,-0.016272182223668774,-0.03808756414123471,-0.03330731309106316,-0.05599185198082457,-0.03383522211721568,-0.08106983676403656,-0.02774722538146457,-0.04039469302556298,-0.05148405833076675,-0.031250422205728934,-0.027990258161596948,-0.015467917803799969,-0.08396925005142042,-0.032156980944724745,-0.03571463001836406,-0.006827312405556563,-0.04895952950486593,-0.02258908168656526,-0.034180756780270105,-0.046160990881226494,-0.09689924603970113,-0.02532235095769675,-0.037507449540434834
2008-01-07,-0.02692638371476741,-0.00238516231858954,-0.0071606863898531214,-0.013067865400808176,-0.011954911248888145,-0.01868845187583812,0.00038288821891785396,0.0009637075006183604,-0.008805715593770524,0.014979348304484219,-0.006766697013161127,-0.002948477364417168,0.016426060004356202,-0.03243026210128619,-0.005253007071517546,0.009262836615724357,0.0005709865611347453,-0.013495980315419875,0.008068198666675075,0.0014235631306180885,0.006690118837695769,0.005992696802095132,-0.10333329508109912,0.019993874197339334,0.005487505532087766,-0.013344113619672693,-0.012012499966774781,0.00843731274109949,0.017225162533533567,0.01702323631202174,-0.013655787449842638,-0.0009278024626775405,0.01674685003456733
2008-01-08,0.0,-0.023909015757186847,-0.0318206226600698,-0.01904744278093118,-0.02616993290869407,-0.052977798606565596,-0.026788818676012016,-0.019897085607374798,-0.009809342796060938,-0.022727639833982183,-0.031794266249821734,-0.010561799692684892,-0.024832411520951725,-0.04762921386207142,-0.001056176233771855,-0.027097742622418264,-0.01682873003518992,-0.00977210088132241,-0.03516847905332998,-0.027948838277025212,-0.03351665254538394,-0.004508173851585862,0.021189410229109917,-0.032574479995338135,-0.014227408928662477,-0.03319669994286556,-0.03734244800728481,-0.032738866042137715,-0.022783084488569028,-0.018890302933771363,-0.06803806363138154,-0.021360596963053258,0.005068155481024128
2008-01-09,-0.004709890799919791,0.018983370070001504,0.017309687641657634,0.008999163853049774,0.003913437782642637,-0.006764148568996875,0.03185206254588269,-0.012443005048991873,-0.004672897196261627,0.012986892409857287,0.013291638591474308,-0.027327259207365784,-0.0004041277600843607,0.028941159305975628,0.06519825132932966,0.0220123132459471,-0.006961880980119628,0.013815621251980215,0.027400976480915995,0.006822711321381458,0.029596359038636555,0.0022641490370809425,0.05169276741406681,-0.0014896513857992622,-0.009885138033978391,-0.016108565733669478,0.060442187439670336,0.0011278572813384624,-0.007561458493725581,0.01754791364743502,0.05305619990363386,0.023250412184137925,-0.0179640019179671
2008-01-10,-0.005915682592432914,-0.014423071961897738,0.0030153888695367836,0.024407229939085395,0.018922480323718238,0.023007545699832876,0.0,0.016910085679009867,0.008826314003814506,0.017889169636948088,0.010030543815590764,0.022387736317839524,0.02224030028156765,0.020252308810764896,0.15831258493538525,-0.0092305182295227,0.0005838894569141218,-0.004866743817919961,-0.01321309597011977,0.0058082592123316346,-0.003193527783691752,0.009197911987808727,-0.020768311071692303,0.010742825533215594,0.02555854683354597,0.008186150002251757,0.009783190505761263,0.0687456714030148,0.021587035603362503,0.03473024425311677,0.024183699296827177,0.01970797820992698,0.015404069360211325
2008-01-11,-0.024397340250531974,0.0,-0.05089124040870718,0.005039324225686315,0.009759241384583062,-0.01997122298998133,-0.014100529947367768,-0.011411882534725137,-0.01600894621759852,-0.014645593498200271,0.006111706732839339,-0.04078990985317288,-0.02254731630495066,-0.007498448409676062,0.006998079358128351,-0.024400586338523267,-0.014014410941970312,-0.13270317134701648,-0.04959044511267596,-0.022618312896789394,-0.01223413249323646,-0.029421061381863955,-0.04383184372773008,-0.002656957496547596,0.0023368752609667087,-0.00982904042674404,-0.03496244045878316,-0.006326827244814037,-0.05096317091272651,-0.014351808873432348,-0.056277338118044695,0.004092432744161156,-0.012957892660609649
2008-01-14,0.022262911308679856,0.026829383575054377,0.012896183095599367,0.021655041842500777,0.00921260002433133,0.02166330601673061,0.016235041711526677,0.000989452880161279,0.008702214891434856,0.001486407833676484,0.013667335589500729,0.007609972222201611,0.027519083940805933,0.025110806673751762,-0.004822067181734613,0.04956766057487583,-0.004145737931424032,0.05977455834129852,0.012261794848319907,0.026095976927076325,0.014154761478416988,0.0004941927894164255,0.06654350950378962,-0.0233864091290078,0.009129463454893294,0.022874436119996844,0.037101632293613296,0.013087933281545672,0.024230549101555976,-0.0035224642188764754,0.04795689493698063,-0.007246022086580761,0.033301199659181435
2008-01-15,-0.0005966492521733979,0.0065319299670596465,-0.01496574878475987,-0.014948476237499841,-0.04268824960475648,-0.02587605394290249,-0.01673659655713977,-0.01647450643853121,-0.03469614562470957,-0.02701112740170042,-0.029962686887866186,-0.034651490238191474,-0.0007879810959702249,-0.023411859028972803,-0.002280120234998795,-0.01689747276727438,-0.01694938762797671,-0.022703132453490205,-0.00953654573674001,-0.0033588581732312273,-0.011340401339293038,-0.060431169526867556,-0.073483422578832,0.002121562928326881,-0.020981545183764827,0.0,-0.018518094071632407,-0.01047465892945909,-0.02397713032420512,-0.02380359726665937,0.005570860731768379,-0.021669595474424375,-0.014255026157796835
2008-01-16,0.016119443787199872,0.027728616600367184,0.021315696314908816,-0.004529983658782211,-0.03349782749338248,0.0025825381297328587,-0.027079375233179603,-0.0006701721283410844,-0.029337518951196184,0.018914316306587464,0.03474911241413303,0.06212611825011516,0.03823437040621802,-0.015760023930350253,-0.012283967777605764,-0.12384332199375936,0.007864993165229928,-0.005807733819501726,0.029664708203097634,0.04494932144535713,-0.022646979978344417,0.010690064963180257,-0.11298195467953998,0.0175441489671182,0.026740163479437085,0.00464129533594515,-0.014579978730976162,0.009879661859170996,0.02554852740122837,0.014002605950620417,-0.02334760895374599,-0.010025918255628707,-0.006287264376550028
