,AAL,ABBV,ADM,AIG,ALB,AOS,BA,BSX,CAT,CF,COTY,CVX,CXO,D,DHR,DUK,DVN,EOG,FB,FCX,GD,GE,GS,JNJ,LLY,LUV,MCHP,MNST,MOS,MRO,MU,NOV,NRG,PRGO,PXD,QRVO,SWKS,TDG,TSN,UAL,VLO,WFC,XOM
2015-04-17 00:00:00-04:00,46.84,55.92,43.87,57.43,59.05,32.205,149.6,18.4,75.34,58.252,23.37,109.14,124.7615,71.47,84.21,77.31,65.93,97.23,80.7799,20.66,131.27,27.23,197.17,99.59,72.47,41.8,49.18,45.637,45.32,30.52,28.03,54.59,24.95,198.95,177.96,70.07,94.28,219.29,39.03,61.5,57.58,54.05,86.92
2015-04-20 00:00:00-04:00,49.77,57.05,43.89,57.52,59.19,32.54,152.66,18.19,76.54,57.582,23.5,110.27,125.52,72.74,84.91,78.59,66.69,97.71,83.08,20.66,133.28,27.02,198.03,100.2,72.42,42.57,49.6,46.527,44.99,30.98,28.26,55.02,25.91,198.1,177.14,71.97,94.94,222.47,38.49,62.42,57.46,54.33,87.25
2015-04-21 00:00:00-04:00,49.92,63.64,43.56,56.64,58.75,32.72,153.38,18.31,83.92,57.214,25.16,109.76,123.27,72.08,85.21,78.06,65.28,96.62,83.627,20.24,133.11,26.64,196.82,100.3,72.21,43.04,49.225,46.62,44.7,30.135,28.555,53.12,25.48,193.07,173.55,74.07,95.41,223.51,38.1,63.7,58.35,54.29,86.89
2015-04-22 00:00:00-04:00,49.96,57.93,48.115,56.57,58.95,32.925,151.17,18.42,84.88,57.098,24.96,109.48,123.65,72.52,85.22,78.3,65.83,97.68,84.6399,20.57,133.68,26.92,198.28,100.44,72.29,42.84,49.3,46.633,44.76,30.34,29.5,53.93,25.07,201.51,172.83,74.5,96.84,221.825,38.18,64.0,59.35,54.675,87.45
2015-04-23 00:00:00-04:00,50.01,64.1001,43.86,56.75,58.96,32.83,149.84,18.42,84.8,57.96,25.0,96.02,126.56,73.19,84.69,78.89,66.31,96.08,82.42,20.07,132.8,26.85,199.34,100.47,72.4,43.26,48.58,46.783,44.87,30.55,29.52,55.73,24.71,201.55,175.11,73.27,95.81,221.93,38.28,62.79,59.24,54.86,87.57
2015-04-24 00:00:00-04:00,51.24,59.32,43.81,57.02,59.01,33.305,148.4,18.35,84.6,10.502,24.77,95.93,125.91,73.54,83.31,79.42,66.5,96.73,81.52,20.82,134.1,26.82,197.99,101.08,71.57,43.49,47.33,47.26,45.0,30.33,29.2,54.22,25.53,193.09,174.1,70.13,93.39,222.99,38.66,63.54,60.05,54.71,87.0
2015-04-27 00:00:00-04:00,50.42,65.02,44.17,56.99,58.52,33.05,147.8,17.97,77.2,57.73,24.745,109.71,125.04,72.57,83.09,78.37,66.56,97.37,81.91,21.82,133.55,26.89,196.59,100.5825,70.9,42.3,47.35,47.817,44.6,30.41,29.27,54.7,25.3,188.53,171.35,69.35,94.56,219.07,38.92,62.01,59.41,54.98,87.02
2015-04-28 00:00:00-04:00,51.19,59.7,48.8,56.81,59.44,32.49,147.51,17.75,86.21,57.582,24.49,111.13,125.97,72.75,83.26,78.96,67.5,96.26,80.68,22.69,133.53,27.13,197.41,100.78,71.18,41.8831,47.95,46.913,44.3,30.72,29.0,51.94,25.64,186.27,172.19,67.84,94.55,217.73,39.31,61.4,58.7,55.4,87.82
2015-04-29 00:00:00-04:00,48.87,58.92,48.96,56.64,60.24,32.125,146.15,17.595,79.16,10.396,24.26,111.68,128.35,72.3,82.8,78.44,68.94,97.52,80.47,22.9,138.5,27.1,198.5799,100.4,72.28,40.94,47.63,46.387,44.02,31.19,28.87,52.9,25.67,184.75,174.79,68.65,93.59,213.12,39.2,59.88,57.92,55.46,87.84
2015-04-30 00:00:00-04:00,47.04,58.05,44.42,56.29,59.71,31.945,143.35,17.825,86.87,10.252,22.29,96.97,126.73,71.66,81.88,77.56,68.19,98.93,78.77,23.28,137.23,27.08,196.48,99.21,71.86,40.57,47.65,45.7,43.99,31.12,28.14,54.39,25.24,183.16,172.745,65.91,92.25,212.02,39.5,59.75,56.89,55.1,87.37
2015-05-01 00:00:00-04:00,49.39,64.31,45.23,57.74,60.44,32.78,144.65,17.74,87.36,58.906,24.53,108.98,124.61,71.7,82.52,77.89,68.6,98.9,79.0,23.6601,140.1,27.31,197.47,100.12,73.12,42.59,48.6,47.043,44.985,30.77,29.0,54.72,25.23,186.19,171.48,69.61,98.33,218.695,40.49,61.39,58.91,55.18,88.84
2015-05-04 00:00:00-04:00,47.68,64.68,45.73,58.18,60.11,33.005,144.07,17.875,87.28,58.772,24.72,108.29,126.75,71.75,82.68,77.97,69.03,97.17,78.8,23.4,140.56,27.28,199.29,100.35,73.04,41.82,48.84,47.27,44.66,31.09,28.665,54.76,25.52,187.75,168.45,68.97,99.12,220.08,41.09,60.9,58.1,55.73,89.09
2015-05-05 00:00:00-04:00,47.01,63.84,45.75,58.0,59.98,32.85,142.95,17.37,87.0,58.082,22.98,108.0,121.03,70.82,82.395,76.24,66.66,94.56,77.57,23.34,138.0,26.93,197.29,99.5194,71.92,40.53,47.545,46.877,44.11,29.98,28.055,55.41,25.11,187.89,163.15,67.07,94.63,215.03,40.68,59.22,58.03,55.73,88.615
2015-05-06 00:00:00-04:00,45.83,57.41,49.96,58.14,60.16,33.025,141.04,17.31,78.7,58.84,24.22,107.98,120.09,70.7,82.34,76.42,67.5,92.96,78.104,23.27,137.63,26.83,196.21,99.17,72.05,40.88,47.11,46.827,44.34,29.81,28.0,54.54,24.6,190.0,159.91,69.06,94.58,220.28,40.35,59.44,57.5,54.95,88.22
2015-05-07 00:00:00-04:00,49.06,58.09,45.73,58.97,62.82,33.54,141.49,17.17,78.19,60.028,24.67,107.58,117.13,70.935,83.19,76.82,66.5,93.51,78.42,22.91,138.29,27.05,197.45,99.67,71.8,42.1,47.41,47.843,44.49,28.92,27.265,51.97,24.97,190.89,159.63,75.56,97.06,222.23,40.4,62.5,57.79,54.81,87.61
2015-05-08 00:00:00-04:00,49.07,58.57,46.57,59.67,63.15,34.075,145.46,17.5,78.99,62.15,23.865,108.66,118.31,71.78,84.02,77.12,67.89,93.52,78.56,23.29,141.65,27.35,200.46,101.45,73.25,43.22,48.97,42.833,45.46,29.31,27.18,53.22,26.41,192.6,159.03,76.56,97.71,221.89,41.25,62.44,59.08,56.05,88.99
2015-05-11 00:00:00-04:00,48.36,65.19,46.89,59.21,63.26,34.095,145.85,17.47,80.31,61.638,23.68,93.74,115.35,71.02,83.58,76.56,66.43,91.61,78.0,22.965,140.17,26.91,201.69,101.06,73.48,43.02,49.38,44.67,45.0,28.41,27.75,51.33,26.01,193.5,153.0,74.56,97.17,222.62,41.37,62.95,58.27,55.51,86.75
2015-05-12 00:00:00-04:00,48.85,64.8,51.91,58.76,62.67,34.12,145.48,17.28,79.76,10.818,23.63,107.565,119.59,71.09,86.0,76.29,67.57,91.33,77.46,22.72,139.44,27.03,200.45,100.49,72.42,42.255,49.08,43.973,44.86,28.4,26.87,51.46,26.43,194.46,154.56,74.75,96.78,223.42,40.93,61.86,57.54,55.46,86.99
2015-05-13 00:00:00-04:00,47.23,65.3,47.4,58.75,62.52,34.495,145.65,17.22,80.01,61.042,21.94,107.71,118.02,70.9,87.36,74.43,65.93,89.56,78.45,22.6,138.99,27.21,201.442,100.57,72.78,41.259,49.65,43.313,45.41,28.15,27.18,51.89,26.065,193.81,151.85,74.95,96.66,224.595,41.12,61.21,58.27,55.6,86.56
2015-05-14 00:00:00-04:00,47.55,59.23,52.87,58.96,63.63,34.75,147.95,17.9,80.28,60.816,22.32,108.3809,114.09,71.58,87.79,75.45,65.69,88.71,81.37,22.79,140.92,27.395,202.5,101.79,73.08,42.12,49.83,44.217,45.55,27.61,26.69,51.21,25.78,194.14,153.18,76.97,98.48,229.38,41.7,61.75,59.78,56.03,86.95
2015-05-15 00:00:00-04:00,47.41,59.25,53.03,58.36,64.39,34.88,146.9,17.85,80.0,61.372,23.7,108.03,115.86,72.18,86.44,76.16,65.86,90.48,80.41,22.83,140.12,27.29,202.95,102.29,72.92,41.89,49.27,44.107,46.62,27.68,26.33,51.27,26.1,194.52,154.69,76.54,97.55,227.67,42.11,61.59,59.63,55.51,87.35
2015-05-18 00:00:00-04:00,47.73,58.9,53.14,58.88,63.24,34.93,146.65,18.05,79.88,61.518,24.07,106.63,118.64,72.26,87.26,76.01,66.25,91.81,80.88,22.14,140.22,27.31,204.55,103.42,72.93,42.14,48.98,43.737,46.68,27.7,26.76,51.18,26.04,198.28,157.66,80.3,103.03,226.58,42.18,62.24,60.4138,55.72,86.8262
2015-05-19 00:00:00-04:00,47.8499,65.76,47.98,59.42,62.71,35.045,146.99,18.125,78.93,62.02,24.59,105.03,116.62,72.17,86.51,76.17,64.79,88.25,80.63,21.28,140.06,27.35,205.38,104.04,73.45,40.92,48.32,43.433,46.59,27.33,26.31,49.96,25.79,197.81,152.97,80.1,103.99,228.79,42.96,60.83,59.9,56.42,86.96
2015-05-20 00:00:00-04:00,41.94,59.16,47.9,59.96,62.51,34.995,146.42,17.97,79.55,11.146,22.8,105.26,118.84,71.87,87.04,76.52,65.82,90.47,80.55,21.08,139.95,27.64,205.01,103.6,73.38,37.22,48.68,43.073,47.28,27.45,26.61,50.18,25.73,197.65,152.0,81.16,103.72,228.3,43.43,54.55,60.26,56.06,87.12
2015-05-21 00:00:00-04:00,41.37,65.68,48.34,60.2,62.7,34.855,147.4,17.88,89.35,63.464,24.36,105.51,122.03,72.01,86.91,76.18,67.53,91.51,80.48,21.36,140.91,27.74,205.06,102.45,74.3,37.24,48.39,43.4,47.44,28.19,26.9,51.38,26.11,198.25,156.06,81.27,103.89,228.88,43.49,54.12,60.61,56.025,87.23
2015-05-22 00:00:00-04:00,42.6,65.49,52.68,59.9,61.86,35.15,144.82,17.83,88.65,64.2,24.3,104.91,121.43,71.96,86.62,76.06,67.48,90.27,80.54,21.0,139.66,27.69,207.8,101.35,74.305,36.86,48.41,43.137,47.04,28.1,27.33,50.71,25.98,198.68,154.88,84.03,104.69,227.28,42.97,53.68,61.0,56.005,86.53
2015-05-26 00:00:00-04:00,40.48,59.34,47.64,59.25,61.15,35.14,142.79,17.77,79.47,11.436,24.55,91.08,119.49,71.52,86.19,75.78,66.29,89.15,79.34,20.08,137.99,27.54,206.46,100.83,74.32,36.01,47.76,42.55,46.46,27.67,27.32,49.97,25.3,195.84,153.21,82.46,103.72,226.76,43.13,51.93,59.53,55.67,85.39
2015-05-27 00:00:00-04:00,42.25,60.49,48.57,59.35,61.33,35.69,143.03,17.98,87.95,64.312,24.88,103.09,118.6,70.84,87.4,76.22,66.06,89.01,80.55,20.14,140.56,27.51,209.1,101.13,74.88,36.88,48.51,43.343,46.6,27.58,28.13,50.3,25.355,194.49,151.46,86.4015,108.63,228.98,42.73,53.71,59.14,56.09,85.11
2015-05-28 00:00:00-04:00,40.88,67.48,48.11,59.46,60.61,35.82,142.32,18.26,86.0,64.33,25.14,103.28,117.31,70.97,87.31,75.96,65.39,89.15,80.14,20.16,140.41,27.63,208.42,101.17,76.39,36.81,48.88,43.073,46.54,27.23,28.28,49.89,25.42,193.99,148.68,82.3,107.63,227.45,42.36,53.5,58.9,56.21,85.11
2015-05-29 00:00:00-04:00,42.37,66.59,48.28,58.62,60.14,35.68,140.57,18.26,77.19,63.248,23.24,103.0,120.3,70.55,86.33,75.73,65.22,88.69,79.2,19.66,140.2,27.27,206.22,100.14,78.91,37.05,49.12,42.427,45.85,27.19,27.93,49.19,25.2,190.42,147.85,82.1,109.38,226.22,42.46,54.5501,59.23,55.95,85.29
2015-06-01 00:00:00-04:00,44.18,60.09,48.44,58.66,59.86,35.91,141.28,18.52,77.38,11.348,23.51,90.5,120.25,70.5,86.9,76.01,64.5,88.77,80.29,19.34,140.25,27.27,207.72,100.01,79.01,37.86,49.1,42.38,45.355,27.1,28.42,49.09,25.15,193.03,149.75,80.95,109.41,228.11,42.24,56.31,58.76,56.02,85.11
2015-06-02 00:00:00-04:00,43.77,66.63,48.2,59.68,60.65,35.595,143.28,18.29,86.17,63.868,25.45,90.46,122.28,69.59,86.79,75.06,64.82,87.77,80.46,20.46,140.65,27.35,206.39,99.98,77.94,37.83,48.28,42.04,45.26,27.08,27.79,50.2,24.71,194.38,153.51,80.86,108.12,226.29,42.26,55.93,58.51,56.15,85.16
2015-06-03 00:00:00-04:00,42.01,60.16,47.92,61.12,61.45,36.155,143.83,18.235,86.22,64.356,25.67,102.19,119.59,68.43,87.26,74.2,63.92,87.03,82.45,19.87,140.68,27.55,208.42,100.12,77.83,37.7239,48.02,42.0,45.41,27.09,27.075,49.67,24.71,195.89,150.9,81.55,105.4,227.26,41.77,55.86,57.765,56.91,84.96
2015-06-04 00:00:00-04:00,42.18,60.53,46.95,60.63,61.27,35.73,141.23,17.92,77.32,11.414,25.63,89.41,118.0,67.91,85.81,74.21,63.09,87.39,82.07,19.53,139.03,27.28,209.04,99.26,77.72,37.32,47.29,42.4,44.58,26.66,26.98,48.65,24.4,192.91,148.69,81.3249,105.61,225.18,41.37,54.57,56.89,56.16,84.24
2015-06-05 00:00:00-04:00,40.64,60.51,51.025,60.51,61.12,35.735,140.71,17.84,86.06,63.526,25.81,89.58,118.12,67.14,85.89,72.87,63.79,89.7,82.14,19.64,139.23,27.3,210.45,98.59,78.14,37.17,47.465,41.843,44.32,26.96,26.5899,48.8701,24.39,191.21,151.55,83.66,105.73,225.92,40.94,54.09,57.75,56.6053,84.26
2015-06-08 00:00:00-04:00,39.86,60.86,46.6,59.64,60.66,35.265,140.68,17.695,77.94,63.064,23.79,88.55,120.3,66.9,84.91,72.5,62.49,87.12,80.68,19.42,138.37,27.24,209.62,97.98,78.54,36.13,46.67,41.837,44.03,26.58,25.915,48.96,24.03,189.05,148.96,80.25,102.32,225.2,40.72,51.73,57.64,56.13,84.85
2015-06-09 00:00:00-04:00,39.28,60.75,46.6,59.98,60.62,35.205,140.08,17.4,78.46,63.1,25.73,88.55,122.56,66.81,85.17,72.11,62.13,89.11,80.66,20.02,138.64,27.32,209.09,98.17,82.81,34.58,46.83,41.617,43.92,26.73,25.19,47.91,23.85,188.16,148.77,80.08,102.2379,225.86,41.16,52.5927,57.15,56.69,84.55
2015-06-10 00:00:00-04:00,40.43,61.27,52.2,61.69,61.18,35.51,141.56,17.73,80.05,64.058,26.17,101.82,125.77,66.83,85.99,72.03,63.8,90.39,82.165,20.55,141.46,27.61,213.05,98.88,83.16,34.46,47.51,42.343,44.6,27.04,25.185,49.2099,24.61,187.93,150.79,82.63,105.5397,226.54,41.37,52.42,58.22,57.18,85.19
2015-06-11 00:00:00-04:00,40.02,61.09,52.07,62.02,61.5,36.475,143.04,17.82,88.21,63.88,24.17,101.13,124.47,67.25,85.96,72.89,62.95,90.67,81.84,19.94,142.26,27.53,214.13,99.28,86.6299,34.71,47.64,42.39,44.85,26.92,25.03,48.61,24.54,186.98,149.84,82.01,105.65,227.8,41.33,52.48,59.66,57.28,85.1
2015-06-12 00:00:00-04:00,39.65,67.05,47.42,61.9,59.77,36.6,142.8,17.55,87.86,63.244,24.49,88.07,123.99,66.8,85.07,72.52,61.88,89.54,81.53,19.83,142.05,27.39,212.99,98.3,84.2,35.0,47.36,42.787,44.53,26.49,25.13,48.31,24.17,184.67,147.6,83.56,104.95,225.36,41.58,52.87,58.83,57.09,84.025
2015-06-15 00:00:00-04:00,40.06,66.92,46.84,62.58,57.92,36.39,142.3,17.37,87.14,11.384,24.29,99.315,124.19,67.1,84.49,72.52,61.64,87.23,80.7,19.59,142.04,27.22,211.86,97.46,84.125,34.18,47.6,42.26,44.47,26.45,24.235,48.37,23.94,183.3,147.49,82.19,106.1,225.07,41.65,52.24,58.47,56.96,83.74
2015-06-16 00:00:00-04:00,38.46,66.751,47.0,61.99,57.96,36.62,142.34,17.58,86.57,64.146,31.11,100.05,125.0,67.37,84.65,72.56,62.48,90.11,81.06,19.79,143.25,27.21,213.47,98.35,84.8,33.92,47.74,44.067,44.6,26.74,24.25,48.75,24.21,191.26,149.3,84.76,106.33,225.845,41.92,51.2175,58.92,57.21,84.68
2015-06-17 00:00:00-04:00,39.875,60.84,46.53,61.87,58.44,36.68,143.42,17.62,78.93,56.75,31.21,99.74,124.14,68.0,84.7,73.09,61.62,87.03,81.79,20.02,144.5,27.275,212.9,98.76,83.51,33.83,47.89,44.083,44.86,26.54,24.485,48.89,24.4,188.34,145.53,84.56,106.57,227.23,42.21,51.32,59.615,57.18,84.7
2015-06-18 00:00:00-04:00,38.94,61.93,46.93,62.27,59.65,36.835,145.39,18.01,79.11,64.19,30.92,88.4,123.91,68.84,85.94,74.53,61.44,88.78,82.91,20.12,145.99,27.38,214.64,100.33,83.0,33.86,49.01,44.623,45.025,26.52,24.47,49.1,24.96,188.35,143.44,84.64,109.98,228.77,42.3,52.0,60.27,57.69,85.45
2015-06-19 00:00:00-04:00,41.53,69.46,47.05,61.81,58.59,36.805,145.12,17.91,79.18,56.67,31.68,87.71,123.7,68.05,85.82,73.17,60.95,88.27,82.38,19.76,145.02,27.23,213.26,99.83,82.59,34.2,49.67,44.557,44.85,25.91,24.475,49.21,24.93,184.46,142.62,85.2,110.21,231.08,43.02,53.26,60.34,57.06,85.17
2015-06-22 00:00:00-04:00,43.03,70.12,52.0,62.58,58.99,36.98,145.73,17.9,88.3,57.52,31.44,88.44,125.48,68.27,86.25,73.07,61.37,88.08,84.75,19.41,145.37,27.44,216.39,100.09,82.91,34.79,50.41,44.507,45.0,26.11,24.64,49.17,25.08,184.77,141.86,87.81,110.93,231.17,43.24,54.85,59.92,57.9,85.16
2015-06-23 00:00:00-04:00,41.62,62.86,47.5,63.32,58.94,36.98,144.46,17.955,80.02,63.64,31.8,88.26,124.7,67.57,85.73,71.81,61.44,86.81,87.89,20.11,145.39,27.55,218.31,99.77,82.68,34.59,50.2,44.47,45.25,26.61,24.485,49.04,24.99,189.38,142.5,85.31,110.27,229.86,44.0608,55.23,61.15,57.9,85.1
2015-06-24 00:00:00-04:00,41.14,62.15,51.46,62.93,57.64,36.565,142.99,17.95,88.19,56.54,29.79,99.32,120.94,67.56,85.41,70.94,61.09,88.3,88.88,20.55,145.55,27.27,214.43,99.36,82.3,34.355,49.47,44.317,45.26,26.59,24.06,49.3,24.8999,189.24,141.99,84.6,108.4,227.83,45.025,54.445,60.595,57.55,84.68
2015-06-25 00:00:00-04:00,42.24,62.68,46.32,62.44,58.26,36.615,142.45,18.23,78.46,57.31,32.2,86.72,117.07,67.04,85.43,70.69,60.39,87.65,87.98,19.74,144.13,27.04,212.75,99.125,84.82,34.48,49.34,45.6,46.21,26.81,24.02,49.0,24.36,189.26,142.19,84.97,109.87,228.77,44.64,54.93,60.3,57.2,83.94
2015-06-26 00:00:00-04:00,41.45,63.26,49.57,62.74,59.12,36.705,142.56,18.095,86.811,63.83,30.26,98.6,112.64,67.27,85.77,71.0,60.46,86.1,88.07,19.95,145.7,27.0988,213.11,99.65,85.85,34.32,48.41,46.467,46.555,27.74,19.64,49.45,24.2,190.42,139.99,80.43,106.92,229.22,43.6,54.47,60.9,57.47,83.9
2015-06-29 00:00:00-04:00,38.72,60.31,44.26,61.6,56.24,35.795,138.67,17.8,77.17,62.57,30.04,96.67,111.98,67.24,84.73,70.86,58.83,86.24,85.81,19.38,141.87,26.63,207.86,97.685,83.7897,33.18,47.2,44.807,45.91,26.686,18.713,48.56,23.44,184.2,137.43,79.09,102.06,225.43,42.96,52.81,60.57,56.02,82.83
2015-06-30 00:00:00-04:00,38.9,67.17,44.05,61.82,55.26,35.995,138.69,17.7,84.8,64.28,31.99,96.45,113.87,66.86,85.54,70.6,59.49,87.52,85.76,18.62,141.66,26.57,208.83,97.42,83.46,33.095,47.42,44.707,46.85,26.54,18.84,48.295,22.88,184.74,138.71,80.27,104.09,224.62,42.62,53.0,62.59,56.26,83.17
2015-07-01 00:00:00-04:00,38.79,61.51,44.43,62.37,54.47,36.695,140.74,17.795,75.95,65.15,30.47,84.73,111.62,67.06,86.32,71.11,57.74,83.86,86.9001,18.4,143.19,26.67,209.9,98.54,84.88,32.61,46.63,44.823,46.72,25.79,18.78,46.95,22.45,184.98,136.25,80.35,103.9,227.33,42.95,51.69,64.48,56.94,82.41
2015-07-02 00:00:00-04:00,38.02,61.24,44.44,62.07,55.05,36.37,140.18,17.56,84.38,64.52,32.37,95.83,112.39,67.88,86.77,72.52,57.86,85.64,87.28,18.385,143.12,26.76,209.13,98.44,86.09,32.51,46.53,44.513,46.63,25.72,19.0501,47.42,22.59,183.76,138.17,81.36,104.85,227.65,42.92,51.48,64.73,56.71,83.125
2015-07-06 00:00:00-04:00,38.7,68.23,43.93,61.86,54.24,36.245,140.53,17.55,83.18,63.55,32.235,83.57,107.37,67.84,85.86,72.88,56.67,85.08,87.59,17.84,143.37,26.32,208.21,98.18,86.34,33.03,45.78,44.883,46.46,25.11,18.31,45.08,22.76,185.29,133.05,79.98,101.9399,227.0,42.55,53.8,65.33,56.45,82.51
2015-07-07 00:00:00-04:00,39.61,68.57,43.98,62.23,54.19,35.155,143.19,17.795,75.99,55.65,32.13,84.01,109.48,69.34,87.11,75.27,57.34,86.73,87.22,17.25,143.6,26.49,208.25,98.92,88.77,33.395,45.67,45.457,45.935,25.7,18.195,45.18,23.1,182.93,136.0,79.95,100.5,227.55,43.0915,54.25,64.65,56.27,82.88
2015-07-08 00:00:00-04:00,38.29,67.65,47.5,61.16,53.08,32.39,141.94,17.46,74.43,53.9,29.39,82.5,106.85,69.45,85.77,74.81,55.57,84.52,85.62,16.52,142.19,25.88,204.18,97.78,87.24,32.37,44.69,44.643,45.11,24.74,17.625,44.17,22.13,179.97,134.88,74.68,95.59,222.27,42.64,52.82,63.96,55.26,81.98
2015-07-09 00:00:00-04:00,39.67,61.02,43.02,61.77,53.44,32.65,142.76,17.455,81.69,60.8,28.01,93.78,109.74,68.68,85.73,74.06,55.94,85.3,85.89,16.775,143.9,26.02,204.75,98.4,87.49,32.52,44.18,44.48,44.7,24.77,17.15,44.59,21.88,180.01,138.66,74.64,94.5,223.74,42.67,53.23,64.11,55.47,81.59
2015-07-10 00:00:00-04:00,40.14,69.2,43.13,62.62,54.0,33.165,144.45,17.61,74.32,55.3,26.75,94.41,108.44,68.95,86.65,74.38,55.85,84.55,87.95,16.73,146.07,26.27,207.11,99.52,88.26,33.82,44.86,45.363,45.04,24.46,17.57,44.99,21.75,180.82,134.43,76.15,100.19,223.49,42.975,55.5,65.86,56.07,82.23
2015-07-13 00:00:00-04:00,42.42,69.57,47.51,63.36,55.38,33.77,146.6,17.665,75.67,62.1,26.08,94.61,110.2,69.12,88.0,74.33,55.4,84.186,90.09,16.92,146.28,26.47,210.06,100.25,88.8,33.9,44.95,46.467,45.36,24.75,17.6,45.71,22.22,184.04,136.56,76.57,100.49,225.38,43.7,56.38,66.84,56.72,82.42
2015-07-14 00:00:00-04:00,40.97,63.13,43.66,63.57,55.32,33.99,147.75,17.9,76.41,56.17,27.855,84.26,111.21,69.19,88.94,73.8,56.11,85.23,89.67,17.11,146.98,26.66,212.14,99.76,88.73,33.855,45.22,46.96,45.71,25.07,19.62,45.52,22.08,186.14,137.04,77.94,102.03,231.68,44.03,55.74,66.28,57.2503,83.1
2015-07-15 00:00:00-04:00,40.46,63.09,43.36,64.05,54.27,33.985,146.92,17.73,76.14,62.16,26.01,83.1,108.1,69.52,88.34,74.03,54.84,83.26,89.76,16.41,147.24,26.78,213.07,100.43,86.41,33.92,44.98,46.71,45.44,24.41,18.88,43.73,21.9,186.55,132.59,77.88,100.89,228.61,43.45,55.49,65.18,57.82,82.76
2015-07-16 00:00:00-04:00,40.32,63.3,43.71,64.15,54.42,34.05,148.46,17.94,83.73,62.75,25.73,94.47,107.5,70.18,88.68,74.79,54.37,82.4,90.85,16.31,148.42,27.03,211.11,101.11,87.18,34.56,44.51,46.563,45.25,24.28,19.601,43.48,22.24,186.8,130.0,80.25,102.39,231.04,43.46,54.9876,67.46,58.16,82.9
2015-07-17 00:00:00-04:00,40.33,63.3,43.87,64.05,53.01,34.06,146.84,17.94,83.15,68.97,25.62,93.14,105.05,69.65,88.71,73.57,53.62,78.86,94.95,15.88,148.65,27.22,212.49,100.09,87.36,34.75,44.34,46.687,45.25,23.58,20.11,43.01,22.25,185.87,128.33,78.82,102.91,233.7,42.95,55.69,67.91,57.93,82.61
2015-07-20 00:00:00-04:00,39.5,70.79,43.89,64.02,52.74,34.685,146.7,17.89,82.22,64.99,27.61,92.94,102.67,69.28,88.55,73.26,51.848,77.94,97.92,15.03,149.01,27.12,212.34,100.33,87.86,34.3,43.96,47.583,44.94,23.24,18.89,43.13,21.56,187.6,124.52,76.7,103.13,234.26,42.8,55.34,66.56,58.03,81.75
2015-07-21 00:00:00-04:00,39.84,63.8,47.49,64.0,52.1,34.18,145.07,17.75,82.21,63.95,27.0,93.89,104.18,68.8,87.73,72.43,52.07,77.33,98.36,15.7,146.28,26.8387,211.55,100.36,85.56,34.71,43.8,47.997,44.85,23.16,18.87,43.43,21.06,187.11,123.58,77.46,103.95,229.23,42.56,56.0,66.32,57.94,81.63
2015-07-22 00:00:00-04:00,41.44,70.57,43.56,64.55,51.73,34.26,146.47,18.02,79.72,62.6,25.46,82.46,105.38,68.75,87.87,72.39,51.15,76.0903,97.04,15.06,145.18,26.63,213.29,100.23,86.39,35.12,42.1,49.287,44.19,22.345,18.0,41.91,21.98,189.0,124.95,74.16,99.66,226.35,43.14,57.0,66.68,58.51,81.78
2015-07-23 00:00:00-04:00,42.61,70.55,43.87,64.12,51.32,36.16,146.17,17.61,76.9,62.33,27.21,81.96,105.57,68.25,89.09,71.56,51.16,74.77,95.44,13.64,144.81,26.26,211.09,100.18,86.76,36.49,42.66,49.53,43.96,22.11,18.71,42.94,21.65,189.71,125.79,75.25,103.15,225.76,43.12,56.68,65.72,58.18,81.14
2015-07-24 00:00:00-04:00,39.63,61.58,43.11,63.66,49.8,36.145,144.1,17.36,69.48,54.53,26.73,79.89,102.98,68.61,87.82,71.71,49.4,73.63,96.97,12.29,142.65,25.76,207.48,99.17,84.76,35.01,41.86,49.623,42.88,21.41,18.34,42.22,21.38,186.57,123.5,72.26,97.67,224.47,42.87,56.46,65.7,57.79,79.97
2015-07-27 00:00:00-04:00,39.1,69.31,43.17,63.2501,49.82,34.985,141.1,17.1,75.33,59.1,26.51,78.6,99.19,69.15,87.24,73.01,48.83,73.16,94.2,11.36,142.36,25.96,205.18,98.3,84.18,35.095,41.79,49.583,42.3,20.685,18.13,41.65,21.55,193.64,121.4,69.93,93.48,216.94,42.68,56.77,64.38,57.59,79.27
2015-07-28 00:00:00-04:00,40.1,64.43,48.34,63.65,50.78,35.25,141.73,17.51,77.79,58.9,24.79,92.39,102.19,70.1,88.39,73.14,50.0,76.86,95.31,12.33,144.22,26.12,206.18,99.04,85.67,36.04,42.67,49.997,42.75,21.19,19.755,42.92,22.16,192.06,126.82,70.75,95.68,217.01,43.4,58.45,65.07,57.41,82.49
2015-07-29 00:00:00-04:00,39.67,64.01,43.97,64.54,51.89,35.47,144.14,17.31,70.61,53.07,26.8338,93.24,106.78,70.66,90.9,73.1,51.17,77.75,96.98,12.5,149.97,26.27,206.72,99.73,85.07,35.53,42.79,50.45,42.72,21.76,19.86,43.895,22.02,192.82,130.56,70.47,95.19,221.07,43.81,57.195,66.01,57.95,83.14
