,ACN,AMAT,BBY,BLL,CME,CRM,CSCO,DIS,EA,EQR,EXR,HAS,HD,HPQ,ILMN,INTC,IRM,JNPR,KSS,LOW,MSFT,NKE,NVDA,PAYX,PLD,SNPS,STX,TJX,TSCO,VTR,WDC,WELL,WM
2017-04-10 00:00:00-04:00,117.85,38.86,48.54,17.825,117.09,84.23,33.01,112.43,88.73,63.495,78.76,95.77,148.17,17.365,171.52,35.8,35.44,27.87,39.82,82.42,65.53,54.91,97.77,58.24,54.2,71.34,47.605,38.0,70.41,65.16,84.78,72.88,70.91
2017-04-11 00:00:00-04:00,116.09,38.205,48.64,36.125,117.05,83.86,32.92,113.08,89.68,63.91,78.66,96.29,148.23,17.54,175.02,35.74,35.49,27.8,40.23,82.42,65.5,54.92,98.12,58.72,54.59,71.44,49.1,38.495,70.47,65.48,86.05,72.81,70.89
2017-04-12 00:00:00-04:00,115.57,37.77,48.365,17.71,111.25,83.35,32.62,113.02,89.95,60.91,77.93,96.46,146.48,18.01,172.95,35.635,35.33,27.64,40.16,81.86,65.22,55.56,97.29,58.45,54.92,70.97,48.34,38.535,64.61,65.645,84.21,72.92,70.33
2017-04-13 00:00:00-04:00,114.85,37.52,48.275,35.77,115.87,83.14,32.42,113.22,89.02,60.72,78.06,95.48,145.94,18.2,173.69,35.25,35.29,27.56,39.46,81.07,64.96,55.37,95.49,57.9,54.57,70.93,48.17,38.41,63.52,65.06,83.5,72.85,70.06
2017-04-17 00:00:00-04:00,115.71,38.02,48.36,17.845,112.04,84.2,32.6,113.78,89.21,61.55,80.42,95.82,147.27,18.21,174.42,35.48,35.9,27.71,38.9,81.94,65.47,56.25,99.23,58.05,55.28,71.13,48.49,38.235,63.54,65.83,84.16,73.37,70.53
2017-04-18 00:00:00-04:00,116.23,38.05,48.52,17.84,111.71,83.68,32.67,114.19,89.22,64.39,80.81,95.69,147.76,18.22,175.22,35.77,36.53,27.695,38.83,82.15,65.39,56.12,99.28,58.22,54.55,71.76,48.54,38.415,63.72,66.78,82.87,74.25,70.48
2017-04-19 00:00:00-04:00,116.94,39.24,49.385,17.97,117.17,83.48,32.655,113.71,89.65,64.33,80.51,95.5,147.17,18.37,178.03,35.91,36.2,27.72,39.175,81.99,65.03,55.85,99.68,58.07,54.29,72.21,48.56,38.445,64.04,66.4,82.79,73.86,70.73
2017-04-20 00:00:00-04:00,119.21,39.88,50.53,36.64,119.11,84.04,32.83,114.8,91.21,64.42,80.63,96.01,148.74,18.52,177.2,36.18,36.53,27.81,40.77,83.3,65.5,56.4,101.25,58.64,54.525,72.55,48.55,39.09,64.92,65.95,84.41,74.07,70.86
2017-04-21 00:00:00-04:00,119.26,39.8,50.64,18.185,113.3,83.8,32.82,112.68,91.94,64.3,80.48,96.05,150.01,18.28,175.29,36.32,36.35,27.78,40.075,83.47,66.41,55.87,101.68,59.14,54.37,72.6,48.265,39.28,65.6,65.78,83.11,73.705,71.38
2017-04-24 00:00:00-04:00,119.36,40.44,51.145,37.195,119.76,84.17,33.285,113.73,92.81,64.2,78.93,101.7,151.96,18.54,180.2,36.76,36.48,28.25,39.72,84.17,67.53,55.495,102.95,59.42,54.34,73.84,49.42,39.305,65.56,64.62,85.77,72.49,72.08
2017-04-25 00:00:00-04:00,118.7,40.78,51.77,18.55,119.93,84.73,33.42,115.17,92.98,64.94,78.66,101.6,153.07,18.6,181.45,36.88,36.55,27.78,39.39,84.52,67.92,55.45,104.73,59.55,54.85,73.34,50.53,39.385,64.96,64.68,86.87,72.65,72.21
2017-04-26 00:00:00-04:00,118.98,40.72,52.24,37.575,120.12,84.98,33.39,115.58,93.51,62.68,78.99,101.03,154.29,18.63,184.59,36.935,36.12,29.45,39.5,85.25,67.82,55.15,104.02,59.69,54.465,73.25,42.03,39.46,65.28,64.01,84.65,71.84,70.33
2017-04-27 00:00:00-04:00,120.48,41.34,52.35,19.095,109.82,85.86,33.75,115.86,94.24,64.55,76.05,100.52,156.12,18.77,183.75,37.47,34.8537,29.98,39.87,85.12,68.29,55.47,105.63,59.84,54.92,73.64,42.3,39.49,62.17,64.105,85.76,72.16,70.86
2017-04-28 00:00:00-04:00,121.27,40.62,51.81,18.98,110.84,86.15,34.07,115.58,94.82,64.58,75.52,99.1,156.14,18.83,184.79,36.15,34.75,30.06,39.03,84.88,68.46,55.41,104.3,59.29,54.405,73.71,42.13,39.315,61.9,64.0,89.07,71.43,70.8
2017-05-01 00:00:00-04:00,121.29,41.7,51.47,18.985,111.27,86.67,33.98,114.79,94.79,64.86,75.43,98.78,154.27,18.94,186.81,36.32,35.19,30.615,38.02,84.42,69.43,55.0,106.65,59.16,54.79,73.95,42.18,38.835,61.39,63.98,87.7,71.22,71.02
2017-05-02 00:00:00-04:00,120.69,41.71,51.51,18.955,117.26,87.12,34.23,114.37,94.25,64.72,73.54,99.66,154.91,18.9,186.71,36.95,35.34,30.91,39.17,85.39,69.3,55.065,103.48,59.25,54.58,73.74,42.44,39.44,62.65,63.66,87.29,70.74,70.88
2017-05-03 00:00:00-04:00,120.27,41.54,51.65,38.105,112.6,86.55,34.245,109.91,94.11,63.92,72.82,99.08,154.97,18.8,187.72,36.965,34.695,30.3,39.923,85.52,69.08,54.54,104.25,57.9,53.82,73.79,42.52,39.562,62.6,62.78,89.22,69.815,70.9
2017-05-04 00:00:00-04:00,120.82,41.62,50.875,19.87,118.64,86.52,34.19,111.16,94.76,61.84,73.3,99.37,154.82,18.78,188.87,36.85,34.74,30.51,39.37,85.38,68.81,54.48,103.85,58.68,54.1,73.99,42.575,39.485,61.53,62.64,89.17,69.85,70.96
2017-05-05 00:00:00-04:00,121.5,41.84,51.62,40.015,118.76,86.94,34.4,112.0,95.74,65.48,73.38,100.2,155.71,18.92,187.18,36.815,35.255,30.53,40.12,86.0,68.99,53.96,103.86,58.87,54.66,74.3,43.55,39.348,61.93,63.75,90.74,69.79,71.39
2017-05-08 00:00:00-04:00,121.09,41.53,51.77,39.79,117.11,86.84,34.29,111.41,95.73,65.01,73.21,99.74,156.86,19.32,184.62,36.53,34.89,30.5,39.29,85.98,68.94,54.2725,102.77,58.06,54.8,73.78,42.87,39.24,61.67,63.545,89.89,69.71,71.27
2017-05-09 00:00:00-04:00,121.07,42.04,51.83,39.825,117.64,87.09,33.91,112.07,96.0,62.26,73.12,101.19,157.65,19.25,183.56,36.37,34.79,30.67,39.81,85.83,69.03,54.89,102.89,58.02,54.19,74.12,42.83,39.49,61.84,62.64,88.88,69.03,70.78
2017-05-10 00:00:00-04:00,121.17,42.87,51.99,19.795,117.05,87.28,33.74,107.98,108.16,65.155,73.18,101.82,158.07,19.36,182.12,36.0,35.08,30.845,40.31,86.07,69.31,54.545,121.3,57.54,54.62,74.54,43.11,40.355,60.95,64.02,89.53,70.0,71.1
2017-05-11 00:00:00-04:00,120.8,43.48,51.97,19.745,116.79,87.71,33.63,109.6,108.58,64.82,72.53,101.36,156.2,19.26,181.74,35.69,34.85,30.56,37.15,84.69,68.46,54.23,126.43,57.19,54.62,74.49,42.475,39.74,60.26,64.96,89.69,71.5,70.58
2017-05-12 00:00:00-04:00,120.93,43.435,51.11,19.835,110.82,89.04,33.45,108.01,109.08,64.88,72.39,101.37,156.87,19.29,182.4,35.53,34.56,30.595,36.48,84.78,68.38,54.19,127.89,57.13,54.33,74.42,43.04,38.655,60.07,65.65,89.64,71.84,70.0
2017-05-15 00:00:00-04:00,122.26,44.32,51.15,19.94,117.25,89.795,34.23,109.13,110.89,64.82,73.17,101.29,157.35,19.36,180.03,35.63,34.66,30.59,36.9752,85.2,68.43,53.77,134.31,57.61,54.99,74.96,43.48,38.45,59.24,65.22,89.01,71.66,70.21
2017-05-16 00:00:00-04:00,123.14,45.07,51.81,80.82,111.31,89.73,34.3,107.97,111.77,64.49,71.81,101.04,158.29,19.465,178.24,35.82,34.94,30.59,36.825,85.36,69.41,52.77,136.84,57.16,54.81,75.125,44.0,36.87,58.71,65.015,88.97,71.6,69.31
2017-05-17 00:00:00-04:00,120.45,42.76,50.62,39.47,115.12,87.83,33.82,106.325,105.25,64.35,75.28,99.48,156.11,18.96,175.56,35.04,35.26,29.76,37.1,83.75,67.45,51.88,127.78,56.95,55.35,73.39,42.16,37.385,57.73,66.32,85.22,72.26,68.8
2017-05-18 00:00:00-04:00,120.4,43.91,50.63,39.76,110.43,87.79,31.38,104.27,106.93,62.34,75.91,99.52,155.73,18.79,175.88,35.23,35.4,29.59,37.05,84.04,67.72,51.66,133.06,57.43,54.765,70.93,42.26,37.23,57.97,67.44,86.12,72.91,69.03
2017-05-19 00:00:00-04:00,120.96,44.08,51.33,39.53,111.45,87.4,31.1899,107.49,107.64,65.53,76.5,101.04,156.3,19.0,176.95,35.4,34.975,29.53,37.435,84.57,67.69,51.77,136.01,57.5,55.23,70.96,42.51,37.135,57.56,67.14,86.65,73.24,68.58
2017-05-22 00:00:00-04:00,122.68,44.73,51.74,39.67,111.53,88.93,31.59,107.61,108.39,65.37,77.49,101.26,155.9599,19.11,174.89,35.77,34.79,29.64,38.03,84.03,68.45,51.59,138.9,57.82,55.39,72.24,42.77,37.63,56.29,67.24,87.98,73.39,69.04
2017-05-23 00:00:00-04:00,122.14,44.91,51.55,39.62,118.2,88.49,31.76,107.07,109.01,61.88,77.86,100.98,154.89,18.96,174.7,35.86,34.72,29.44,37.82,82.34,68.69,52.2,137.02,58.05,55.69,72.6,42.63,37.205,54.29,67.5,88.03,73.26,69.09
2017-05-24 00:00:00-04:00,121.95,44.63,50.42,40.34,117.76,89.595,31.49,107.74,112.31,65.17,78.69,103.97,155.0,19.01,174.41,36.12,34.7999,29.33,37.92,79.84,68.77,52.01,138.57,58.4,55.85,73.01,42.73,36.995,53.11,67.78,89.7,73.5,69.44
2017-05-25 00:00:00-04:00,123.07,45.02,61.27,40.72,112.64,91.29,31.43,104.84,113.83,65.09,79.04,104.19,156.45,18.38,173.76,36.26,35.07,29.42,38.87,81.31,69.62,52.35,138.26,59.1,55.9,73.54,43.11,37.68,54.38,67.25,89.27,73.13,69.62
2017-05-26 00:00:00-04:00,122.85,45.49,58.98,40.18,117.97,90.85,31.5,105.96,112.13,62.11,78.01,104.2,154.9,18.47,175.89,36.25,35.16,29.325,38.75,80.92,69.96,52.6,141.83,59.27,55.76,74.37,42.52,37.765,54.89,66.54,90.0,72.54,69.88
2017-05-30 00:00:00-04:00,123.78,45.55,59.29,40.41,117.2,90.86,31.67,105.89,112.85,65.28,77.17,104.22,153.83,18.94,173.62,36.17,35.0401,29.29,38.79,79.38,70.41,52.9,144.87,59.11,55.84,74.69,43.24,37.425,54.81,66.54,91.29,72.505,70.18
2017-05-31 00:00:00-04:00,124.44,45.88,59.385,40.48,117.29,89.66,31.53,107.92,113.33,62.03,77.46,105.25,153.54,18.77,177.29,36.11,34.92,29.32,38.43,78.77,69.87,52.99,144.35,59.23,55.52,74.87,43.56,37.605,55.15,66.49,90.09,72.54,70.93
2017-06-01 00:00:00-04:00,125.22,45.99,60.34,41.0,117.82,90.02,31.8,105.76,113.87,64.91,75.77,105.971,155.15,18.95,180.65,36.12,34.96,30.09,39.43,80.4,70.12,52.34,144.35,59.67,55.9,74.93,42.88,37.945,56.12,66.82,91.59,72.94,71.46
2017-06-02 00:00:00-04:00,125.65,46.79,59.65,40.94,116.93,90.83,31.98,104.75,114.52,66.71,76.43,107.15,155.2,18.98,183.78,36.32,35.23,30.03,38.96,80.2,71.75,52.95,143.54,59.27,56.88,75.83,43.22,37.595,55.61,67.07,91.52,73.76,72.23
2017-06-05 00:00:00-04:00,126.59,46.72,59.545,40.78,118.19,91.39,31.76,106.51,114.69,64.25,75.68,107.81,154.81,18.82,181.5,36.34,34.82,30.15,37.915,79.45,72.28,53.01,148.01,59.6,56.42,75.77,42.09,37.515,55.9,66.96,89.42,73.48,71.9
2017-06-06 00:00:00-04:00,126.33,46.57,58.53,40.57,111.83,91.09,31.57,105.51,113.69,63.76,74.47,108.0,154.18,18.27,179.42,36.13,34.99,30.06,35.7399,78.65,72.52,52.47,147.35,59.06,56.47,75.81,41.89,36.965,55.03,66.58,89.94,73.035,71.41
2017-06-07 00:00:00-04:00,126.56,47.26,59.38,40.31,114.56,91.38,31.61,103.52,115.36,63.94,75.82,108.4,154.96,18.235,179.06,36.25,33.69,29.18,36.14,77.8,72.39,53.22,149.12,59.3,56.74,76.07,41.94,37.105,54.49,66.72,89.93,73.14,71.75
2017-06-08 00:00:00-04:00,126.18,47.43,59.11,40.5,122.3,91.23,31.61,104.32,114.29,67.42,75.17,108.51,153.5,18.29,177.72,36.48,33.45,29.475,35.31,77.63,71.93,53.19,159.94,58.91,56.51,76.12,42.77,36.395,54.44,66.56,91.03,72.9,70.98
2017-06-09 00:00:00-04:00,125.77,44.74,58.14,39.87,124.38,87.25,31.37,105.62,110.46,64.45,74.51,107.89,152.95,17.79,174.08,35.71,33.33,28.6,37.87,78.65,70.32,53.44,149.59,58.56,57.11,74.93,42.37,36.84,57.02,66.84,86.01,73.42,71.08
2017-06-12 00:00:00-04:00,126.35,44.34,57.1,40.02,120.49,86.19,31.25,107.05,108.9,63.8,75.45,108.45,152.18,17.76,171.51,35.73,34.3,28.855,38.1,79.04,69.78,54.04,149.97,59.64,57.33,73.88,41.54,36.885,57.71,68.17,86.64,74.035,71.31
2017-06-13 00:00:00-04:00,127.09,44.85,57.85,40.79,126.1,87.28,31.7,104.15,109.98,67.1,75.19,110.11,153.94,17.74,173.44,35.88,34.23,29.19,38.05,79.62,70.65,54.32,151.39,60.51,57.18,74.66,42.03,36.965,57.15,68.26,90.03,74.16,71.79
2017-06-14 00:00:00-04:00,127.25,43.98,57.49,41.29,122.15,87.17,31.6,103.74,110.02,67.189,75.38,109.31,156.765,17.4,172.59,35.53,34.18,28.7,37.66,80.56,70.27,54.65,151.72,60.09,57.82,74.34,41.28,36.575,56.12,68.71,87.8,74.45,71.84
2017-06-15 00:00:00-04:00,127.06,43.17,56.56,40.73,126.79,86.25,31.59,105.95,110.55,64.59,76.81,108.99,156.81,17.265,172.04,35.31,34.63,28.86,37.29,80.4,69.9,52.9,152.37,60.74,58.51,74.01,41.51,36.265,55.83,69.05,87.34,74.67,72.45
2017-06-16 00:00:00-04:00,127.59,43.11,55.66,41.15,126.18,86.02,31.62,105.53,110.51,68.58,78.49,109.65,156.63,17.35,171.8,35.2,34.23,28.68,37.37,79.8,69.99,51.1,151.5,61.1,58.14,73.8,42.02,36.215,55.47,69.525,87.12,75.61,72.54
2017-06-19 00:00:00-04:00,127.73,44.27,55.79,41.46,122.26,87.53,31.99,105.32,113.641,68.12,77.92,111.3,158.72,17.68,176.6,35.5,34.72,29.185,37.55,81.05,70.87,52.0,157.33,61.13,58.59,74.71,41.83,36.155,55.63,69.75,88.63,76.23,72.58
2017-06-20 00:00:00-04:00,126.57,43.36,54.92,41.815,126.06,86.92,31.84,103.94,113.48,64.96,78.27,111.39,157.7,17.825,175.28,34.86,34.8,28.75,36.02,80.47,69.9,51.55,157.1,60.02,57.66,74.61,41.04,35.09,53.64,70.335,88.22,76.91,72.18
2017-06-21 00:00:00-04:00,127.13,43.61,55.1989,41.79,124.9,87.55,31.845,104.83,113.17,64.81,78.08,111.22,156.59,17.705,177.39,34.58,34.06,28.85,35.56,79.15,70.27,52.61,159.47,59.93,58.05,74.66,41.66,34.7,52.82,70.74,91.03,77.17,71.82
2017-06-22 00:00:00-04:00,122.05,43.34,55.22,41.69,124.06,88.51,31.85,104.22,112.62,64.85,77.37,110.47,155.48,17.7,183.06,34.36,34.14,28.36,36.3,78.35,70.26,52.4,158.37,59.39,57.67,74.6,42.01,34.41,52.53,71.2,90.25,77.5,71.78
2017-06-23 00:00:00-04:00,122.78,44.09,55.17,42.06,119.08,88.63,32.09,104.435,110.87,65.02,78.745,111.91,151.31,17.79,185.28,34.19,34.52,28.27,37.03,76.06,71.23,52.86,153.84,59.23,58.49,74.36,42.67,34.633,52.65,71.73,93.34,77.41,71.85
2017-06-26 00:00:00-04:00,122.36,43.25,56.29,42.28,123.65,88.08,32.25,105.55,111.86,64.95,78.76,111.86,151.43,18.17,180.89,34.08,34.75,28.11,37.52,76.68,70.52,53.29,152.14,59.25,59.05,74.51,42.4,34.97,52.84,71.96,92.66,77.66,71.88
2017-06-27 00:00:00-04:00,122.19,41.9,56.19,41.66,124.63,87.68,31.77,105.44,108.31,66.42,78.31,110.42,152.28,17.79,176.36,33.66,34.28,27.93,38.37,76.34,69.21,52.96,146.6,58.62,58.74,73.64,39.51,34.975,53.78,71.22,91.85,76.51,71.53
2017-06-28 00:00:00-04:00,123.67,42.68,56.78,42.525,126.77,88.03,32.08,104.44,108.81,64.2,77.97,110.82,153.07,18.03,181.06,34.19,34.72,28.16,38.43,76.99,69.8,53.35,151.75,57.66,59.21,74.269,40.17,35.695,53.14,71.13,93.66,76.55,71.94
2017-06-29 00:00:00-04:00,123.02,41.44,57.24,41.6,125.04,86.76,31.4,105.68,106.68,66.3,77.58,110.04,152.13,17.565,176.78,33.55,34.2,27.81,37.96,76.6,68.5,53.1711,146.71,56.68,58.69,72.97,38.91,35.535,53.07,69.24,91.65,74.5,71.45
2017-06-30 00:00:00-04:00,123.71,41.3,57.33,42.21,125.22,86.57,31.3,103.85,105.74,65.83,78.03,111.529,153.41,17.47,173.53,33.74,34.36,27.87,38.66,77.53,68.94,58.99,144.57,56.93,58.64,72.92,38.75,36.08,54.21,69.48,88.6,74.81,71.77
2017-07-03 00:00:00-04:00,123.95,41.01,59.23,42.47,126.27,85.92,31.32,107.48,105.38,66.55,78.5,110.75,153.96,17.57,174.1,33.45,34.87,27.73,39.59,78.24,68.16,58.64,139.26,56.53,59.18,72.1,38.58,35.785,54.96,69.98,85.28,75.75,71.82
2017-07-05 00:00:00-04:00,124.08,42.12,58.16,42.15,125.96,87.42,31.11,103.24,106.76,66.78,77.41,111.99,152.67,17.66,174.35,34.34,34.52,28.18,39.33,77.39,69.09,57.6,143.03,57.49,58.53,72.74,39.0148,35.585,53.0,69.18,86.41,75.07,72.13
2017-07-06 00:00:00-04:00,122.98,42.12,57.42,42.03,118.67,86.8,30.7297,102.53,105.76,64.91,75.94,111.11,152.1,17.19,172.33,33.63,34.07,27.8,38.32,76.57,68.58,57.15,143.49,56.97,57.29,72.53,37.29,35.155,51.495,67.64,86.11,73.07,71.81
2017-07-07 00:00:00-04:00,124.25,43.53,57.87,41.87,119.76,87.82,30.89,103.28,107.49,62.86,76.53,111.93,152.19,17.34,172.09,33.89,34.42,28.45,38.24,77.14,69.45,57.97,146.76,57.42,57.69,73.17,38.2,35.17,51.06,67.45,86.93,72.87,72.4
2017-07-10 00:00:00-04:00,124.07,44.22,54.26,41.73,119.07,88.48,30.98,102.76,107.84,64.73,74.77,112.14,151.2,17.87,169.04,33.645,33.48,29.21,36.67,76.95,69.98,58.75,153.71,57.85,57.29,73.52,38.39,34.35,50.67,66.96,89.27,72.54,72.39
2017-07-11 00:00:00-04:00,123.9,45.4,53.71,41.23,123.16,88.31,31.095,103.86,108.42,62.31,74.14,112.34,150.62,17.94,173.16,33.91,33.35,29.12,36.92,76.25,70.0,58.205,155.88,56.6,56.97,73.55,38.72,34.31,50.04,66.94,91.77,72.63,72.27
2017-07-12 00:00:00-04:00,125.47,45.29,53.325,41.53,123.4,90.37,31.17,103.55,110.735,65.05,75.44,112.97,152.65,18.03,173.18,34.25,33.98,29.17,37.16,76.22,71.15,58.235,162.54,57.251,57.79,75.16,39.69,34.475,49.99,67.81,94.13,73.7,72.57
2017-07-13 00:00:00-04:00,125.74,45.3,54.66,41.29,118.38,89.56,31.27,104.24,108.98,65.01,75.56,111.72,153.28,18.08,172.98,34.25,33.95,29.07,38.93,76.53,71.77,57.95,160.63,57.21,57.54,74.9,38.32,34.985,50.35,67.52,92.81,73.29,72.4
2017-07-14 00:00:00-04:00,126.76,46.1201,55.255,42.08,120.56,90.0,31.41,105.09,108.97,63.32,76.629,113.14,152.88,18.41,172.37,34.67,34.75,28.99,38.81,76.09,72.77,58.01,164.935,57.1,58.05,75.26,39.49,34.9,51.52,68.01,94.43,73.71,72.67
2017-07-17 00:00:00-04:00,126.47,46.15,55.96,42.0,115.74,89.29,31.5,104.79,109.44,66.24,77.36,112.83,153.95,18.46,171.77,34.48,34.75,29.12,39.8692,76.44,73.35,57.79,164.26,56.89,58.52,75.64,39.07,35.2,52.28,68.8,94.5703,73.83,72.89
2017-07-18 00:00:00-04:00,127.37,46.62,55.81,41.99,115.66,89.275,31.5,104.91,110.3,66.05,77.46,113.39,152.2,18.4,173.63,34.53,34.69,28.85,39.7269,75.965,73.29,57.65,165.99,56.77,60.12,75.66,38.82,34.965,51.81,68.66,94.26,73.97,73.18
2017-07-19 00:00:00-04:00,127.8,47.17,56.16,42.53,115.29,89.53,31.89,106.81,111.57,64.97,78.75,114.04,153.25,18.7,173.85,34.56,34.95,29.35,39.73,76.8,73.85,57.77,165.1,56.85,60.11,76.41,39.24,35.15,51.84,68.48,94.48,74.09,73.31
2017-07-20 00:00:00-04:00,128.57,47.26,53.98,42.42,120.55,90.55,31.87,107.41,111.98,67.18,78.25,114.91,146.99,18.96,171.97,34.76,34.7,29.22,39.99,72.56,74.25,59.1,167.51,57.19,59.2,75.84,39.43,34.8,52.04,68.41,95.01,73.7125,73.38
2017-07-21 00:00:00-04:00,128.83,46.82,54.14,42.48,116.09,89.69,31.84,106.24,112.2,67.16,78.97,115.94,146.6,19.15,172.75,34.73,34.99,29.43,40.465,73.8,73.75,59.94,168.03,57.18,58.98,75.9,39.59,34.45,52.61,68.64,94.83,73.91,73.75
2017-07-24 00:00:00-04:00,128.08,46.79,54.81,42.24,120.46,89.705,31.86,107.04,113.79,66.67,78.68,104.98,144.67,19.25,173.98,34.5,34.91,29.47,39.36,74.33,73.61,58.97,166.17,56.95,60.34,76.34,39.78,33.465,51.52,68.06,94.63,73.2,73.47
2017-07-25 00:00:00-04:00,128.93,46.4,55.32,42.08,121.88,90.63,32.13,105.57,113.67,66.06,79.5,106.25,146.97,19.415,173.85,34.66,34.87,29.94,39.97,75.68,74.199,59.38,165.35,57.42,60.27,76.41,33.14,34.38,53.53,67.9,93.75,73.01,74.01
2017-07-26 00:00:00-04:00,129.51,47.45,55.57,41.98,121.83,91.07,31.66,106.92,118.01,67.36,80.32,106.13,146.65,19.26,176.27,34.75,34.94,28.06,40.24,75.99,74.05,58.37,167.21,58.12,61.13,76.69,32.34,34.23,53.4,68.07,92.96,73.29,73.05
2017-07-27 00:00:00-04:00,128.15,46.03,57.05,41.86,121.34,90.5175,31.57,109.99,117.62,67.51,76.52,106.64,147.73,19.205,174.33,34.95,34.74,27.81,41.53,77.0,73.15,58.15,161.74,60.14,61.16,76.36,32.55,34.82,57.52,67.39,91.91,72.79,73.82
2017-07-28 00:00:00-04:00,128.4,45.245,57.63,41.46,121.25,90.61,31.51,109.08,118.24,67.73,77.92,105.73,148.05,19.18,174.92,35.3,35.19,27.77,41.235,76.47,73.03,58.66,164.4,57.76,61.56,76.43,32.6,34.8,56.62,67.1,84.96,73.08,73.19
2017-07-31 00:00:00-04:00,128.85,44.32,58.36,41.47,122.52,90.81,31.46,109.05,116.74,68.04,79.54,105.89,149.66,19.105,173.85,35.48,36.44,27.945,41.35,77.39,72.72,59.065,162.51,57.85,60.84,76.58,32.96,35.145,56.11,67.33,85.1,73.39,73.53
2017-08-01 00:00:00-04:00,129.87,44.1,59.47,41.56,118.76,91.26,31.64,110.61,116.91,65.63,79.28,105.92,149.83,19.15,172.3872,36.3532,36.88,28.26,41.55,77.84,72.55,59.8625,164.4826,56.8,61.36,76.76,33.39,35.355,56.18,66.01,85.68,72.4,73.6
2017-08-02 00:00:00-04:00,128.61,42.71,59.4,41.45,124.15,89.87,31.5,108.65,116.83,65.55,79.27,104.75,150.47,19.1,197.85,36.64,36.93,28.22,41.11,77.83,72.245,59.78,164.27,56.56,61.2,76.03,33.43,35.255,55.67,66.02,84.37,72.39,73.63
2017-08-03 00:00:00-04:00,129.97,42.71,59.69,40.61,125.0,90.34,31.56,109.07,118.86,67.29,77.17,103.92,150.8,19.34,198.53,36.48,37.4,28.345,42.04,77.87,72.14,60.135,166.48,56.14,61.11,76.08,33.58,34.79,55.51,66.45,84.49,73.03,73.99
2017-08-04 00:00:00-04:00,130.15,42.8,60.27,40.15,125.83,90.43,31.78,107.64,117.21,67.27,77.75,103.47,152.69,19.36,194.41,36.29,37.01,28.13,41.89,78.36,72.66,59.74,167.163,56.07,61.35,76.61,33.43,35.06,56.98,65.8,81.14,71.83,73.89
2017-08-07 00:00:00-04:00,129.61,43.95,61.74,41.18,124.96,90.49,31.825,106.34,116.93,65.04,77.88,103.0,153.36,19.34,199.58,36.41,37.13,28.31,42.73,78.33,72.4,59.8,172.32,55.925,60.65,77.14,33.48,35.345,56.61,65.64,80.96,71.92,73.77
2017-08-08 00:00:00-04:00,129.14,43.9,61.5,41.08,124.76,90.25,31.67,106.98,116.48,67.14,76.98,101.43,153.36,19.33,197.64,36.41,37.18,28.25,42.81,77.22,72.78,59.44,170.28,55.03,60.73,76.82,32.99,35.75,55.72,65.45,81.32,71.93,73.72
2017-08-09 00:00:00-04:00,129.61,43.81,61.07,39.87,121.06,90.12,31.625,102.78,116.11,65.15,76.57,99.9875,155.3,19.335,199.2,36.59,38.32,28.33,41.94,78.33,72.45,59.88,172.1,54.91,60.7,76.85,32.61,35.645,55.48,65.63,80.98,71.25,73.61
2017-08-10 00:00:00-04:00,128.24,42.04,59.785,39.64,124.2,87.65,31.01,101.34,113.99,64.89,76.22,97.82,153.98,18.9,194.68,36.12,37.839,27.42,39.5,77.02,71.42,59.07,164.76,54.78,59.95,75.64,31.54,35.12,53.19,64.8,79.19,70.61,73.2
2017-08-11 00:00:00-04:00,128.23,43.09,60.07,39.75,118.25,88.31,31.48,102.0,115.4575,64.79,76.29,97.54,154.88,18.905,194.2503,35.86,37.135,27.41,38.64,77.27,72.51,58.96,155.85,54.245,59.71,76.28,32.3,35.54,53.5,64.95,79.89,70.4,73.0
2017-08-14 00:00:00-04:00,129.65,43.78,60.7,40.23,119.62,90.26,31.83,101.37,117.08,67.93,76.86,98.2,154.25,19.09,194.78,36.34,37.62,27.92,38.7,77.695,73.59,59.76,168.45,54.92,61.31,77.29,32.56,34.79,54.03,66.1,82.82,71.67,73.92
2017-08-15 00:00:00-04:00,129.39,43.89,58.985,40.32,125.92,90.7,32.1,100.7,117.44,68.305,76.59,98.33,150.16,19.035,193.97,35.99,37.385,27.52,38.14,74.21,73.23,58.57,166.96,55.6,61.87,78.21,32.29,35.07,52.6,66.15,83.82,71.2,74.07
2017-08-16 00:00:00-04:00,130.0,44.465,60.68,40.4,121.09,92.22,32.355,102.22,119.26,67.91,75.83,98.97,152.27,18.97,194.11,35.81,37.48,27.76,37.8999,75.36,73.66,58.56,165.13,56.25,62.24,79.09,32.47,35.78,53.74,66.6,85.8499,72.0,74.36
2017-08-17 00:00:00-04:00,127.6,43.13,60.17,39.86,125.37,90.86,31.03,101.39,116.47,67.65,76.19,97.16,149.69,18.64,191.2,35.17,37.13,27.15,37.12,74.16,72.41,57.47,161.47,54.99,61.35,76.76,31.51,35.13,54.92,66.55,82.47,71.1,73.9
2017-08-18 00:00:00-04:00,127.44,44.3,59.47,39.71,120.3,90.74,30.365,100.69,116.88,64.98,74.74,95.51,147.46,18.5,189.42,35.01,36.9,27.17,37.27,73.64,72.5,54.95,161.58,54.98,61.27,77.22,31.37,35.235,54.7,66.12,83.21,70.65,73.63
